Affiliate,Hits,Uniques,Installs,Registrations,FTD,PNL,In-Out,Our Profit,Aff Profit,ROI,ROAS,Clicks,Deposit count,Deposit sum
742625,346,170,0,12,13,14057.6,11996.31,8634.11,5423.49,221.19,259.2,0,293,19853.32
742527,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
742481,4,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
742467,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
742419,876,876,0,650,1,42.99,42.47,27.27,15.72,270.1,273.45,0,5,54.14
742336,1,1,0,0,0,10.39,10.52,6.32,4.07,258.15,255.1,0,1,10.52
742296,24,12,0,1,0,41.8,41.75,29.46,12.33,338.42,338.83,0,4,62.49
742244,1,1,0,0,1,2.97,10.52,2.97,0.0,0.0,0.0,0,1,10.52
742072,22,18,0,0,0,-119.94,-118.71,-119.94,0.0,0.0,0.0,0,1,57.02
742032,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
742026,122,56,0,7,2,123.12,188.92,87.56,35.55,531.28,346.24,0,34,510.01
742015,4,4,0,0,1,70.72,21.0,41.26,29.46,71.28,240.07,0,2,21.0
741849,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
741845,40,27,0,9,1,10.82,10.49,5.93,4.88,214.87,221.65,0,1,10.49
741834,0,0,0,0,0,9.56,9.56,9.56,0.0,0.0,0.0,0,1,9.56
741473,30,19,0,0,0,20.69,21.04,12.57,8.11,259.42,255.1,0,2,21.04
741432,71,28,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
741426,33,26,0,4,1,190.92,296.77,78.38,112.54,263.7,169.65,0,14,366.99
741413,2,2,0,0,1,2.42,12.42,1.23,1.18,1051.69,204.92,0,4,40.0
741270,20,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
741230,0,0,0,0,0,221.2,-157.35,221.2,0.0,0.0,0.0,0,0,0.0
741029,0,0,0,0,0,438.25,447.39,226.3,211.94,211.08,206.78,0,43,1108.1
741016,26,21,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
740877,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
740831,1883,801,0,33,12,3213.09,508.67,2017.93,1195.16,42.56,268.84,0,131,4451.85
740677,5,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
740524,22,19,0,0,0,-30.69,-121.3,-30.69,0.0,0.0,0.0,0,1,17.46
740499,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
740494,51,38,0,2,1,21.61,20.98,11.12,10.49,200.0,206.01,0,2,20.98
740474,4,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
740449,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
740443,96,39,0,1,16,16694.14,14472.21,9859.29,6834.84,211.74,244.25,0,562,21804.2
740413,28,16,0,3,2,368.72,224.84,2.97,365.74,61.47,100.81,0,62,1237.58
740178,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
440823,122,45,0,5,3,337.51,385.12,183.34,154.17,249.79,218.92,0,10,406.8
440743,4,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
440735,23,12,0,4,1,11.88,2.1,7.74,4.13,50.82,287.48,0,1,17.54
440719,4,2,0,2,0,18.02,17.57,12.1,5.92,296.66,304.35,0,1,17.57
440572,0,0,0,0,0,59.19,59.29,59.19,0.0,0.0,0.0,0,7,73.45
440335,30,9,0,1,3,-11.19,45.64,-12.51,1.31,3460.7,-848.81,0,4,74.37
440271,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
440258,5,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
440178,4,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
439930,47,30,0,4,2,267.06,252.0,159.84,107.22,235.03,249.08,0,40,1369.77
439915,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
439831,123,68,0,1,2,72.29,50.0,37.25,35.03,142.72,206.34,0,4,50.0
439821,19,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
439743,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
439708,1667,703,0,105,27,2222.03,2434.16,1192.47,1029.56,236.43,215.82,0,146,3670.11
439690,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
439622,9,8,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
439549,4,2,0,0,0,185.9,188.31,117.47,68.42,275.23,271.7,0,11,311.33
439510,1,1,0,0,0,69.7,71.42,49.91,19.78,360.9,352.25,0,13,160.41
439470,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
439420,5,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
439276,160,111,0,8,3,2011.33,1776.87,1381.5,629.82,282.12,319.35,0,62,2219.91
439273,1625,757,0,134,58,7028.55,6529.54,3756.31,3272.23,199.54,214.79,0,499,11141.28
439186,3,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
438876,101,72,0,13,5,2081.1,1949.0,1033.61,1047.48,186.06,198.68,0,206,3707.86
438757,1149,584,0,59,10,44.95,128.69,16.18,28.76,447.32,156.25,0,11,146.05
438668,128,108,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
438664,175,107,0,21,7,344.65,336.47,181.22,163.42,205.88,210.89,0,12,377.79
438660,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
438606,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
438589,0,0,0,0,1,10.42,10.54,5.15,5.27,200.0,197.72,0,1,10.54
438558,467,265,0,77,2,674.33,687.25,387.33,286.99,239.46,234.96,0,34,701.78
438543,1235,607,0,59,11,-231.96,-59.09,-507.42,275.45,-21.45,-84.21,0,44,1818.63
438521,2,0,0,0,0,-33.4,-30.69,-33.4,0.0,0.0,0.0,0,1,87.38
438505,20,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
438503,137,68,0,17,4,27.93,27.78,15.7,12.23,227.11,228.41,0,4,55.79
438497,240,176,0,28,7,1399.64,1762.05,729.26,670.37,262.84,208.78,0,96,3129.11
438488,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
438460,35,24,0,2,0,0.0,-30.28,0.0,0.0,0.0,0.0,0,0,0.0
438407,3,2,0,1,0,17.7,8.08,17.7,0.0,0.0,0.0,0,3,38.59
438292,876,371,0,84,21,795.02,650.53,297.07,497.94,130.64,159.66,0,126,2172.63
438178,8,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
438131,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
438100,20,19,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
438084,16,4,0,1,0,0.0,-16.13,0.0,0.0,0.0,0.0,0,0,0.0
438061,3,3,0,0,0,40.47,40.28,20.72,19.75,203.93,204.92,0,5,84.14
438054,2,2,0,0,1,16.08,5.46,16.08,0.0,0.0,0.0,0,3,64.48
438053,106,18,0,0,0,35.34,90.07,14.06,21.27,423.4,166.13,0,9,115.21
438045,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
438030,23,14,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
438016,0,0,0,0,0,525.4,537.18,321.59,203.81,263.57,257.79,0,20,1139.01
437992,12,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
437972,6,6,0,0,0,66.26,48.9,37.66,28.59,170.98,231.7,0,1,140.52
437934,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
437844,10,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
437840,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
437819,546,312,0,50,2,15.81,16.08,6.95,8.85,181.62,178.57,0,3,61.11
437813,5,4,0,0,0,-5.18,0.0,-5.18,0.0,0.0,0.0,0,0,0.0
437805,258,107,0,8,4,201.23,47.52,156.57,44.66,106.39,450.55,0,8,91.31
437803,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
437775,211,132,0,17,0,341.25,338.41,169.89,171.36,197.48,199.14,0,9,349.95
437774,16,12,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
437752,5,3,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
437659,1,1,0,0,0,633.3,-11.03,393.37,239.93,-4.6,263.95,0,6,241.93
437658,4,3,0,0,0,181.74,148.4,93.43,88.31,168.04,205.8,0,24,360.0
437488,7,4,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
437467,10,4,0,2,0,34.54,28.01,25.69,8.84,316.78,390.63,0,2,28.01
437366,108,65,0,6,3,994.3,3051.67,-112.94,1107.25,275.61,89.8,0,147,4753.05
437362,2084,1098,0,177,20,1028.0,910.25,525.6,502.39,181.18,204.62,0,68,1326.7
437361,31,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
437326,60,33,0,6,2,20.53,21.03,10.51,10.01,209.91,204.92,0,2,21.03
437311,10,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
437310,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
437304,28,22,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
437292,130,64,0,12,3,184.81,176.97,102.47,82.34,214.92,224.45,0,14,225.29
437291,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
437288,162,94,0,9,0,-6.8,0.0,-8.68,1.88,0.0,-361.04,0,0,0.0
437285,23,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
437267,27,18,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
437002,33,29,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
436946,8,3,0,0,0,110.15,119.09,60.76,49.38,241.12,223.04,0,10,119.09
436805,3,2,0,0,0,34.07,91.93,9.29,24.78,370.92,137.5,0,11,164.03
436790,12,12,0,0,2,458.48,460.76,348.96,109.52,420.7,418.62,0,12,594.31
436594,0,0,0,0,0,5.24,5.81,5.24,0.0,0.0,0.0,0,1,34.99
436593,0,0,0,0,1,978.98,784.85,618.42,360.56,217.67,271.51,0,15,935.9
436446,107,49,0,11,2,-1951.2,-1910.35,-2069.57,118.37,-1613.84,-1648.34,0,41,1475.39
436280,504,288,0,105,28,4073.97,4263.34,1739.84,2334.13,182.65,174.54,0,184,6686.68
436257,2015,918,0,330,26,1629.07,1506.69,923.74,705.32,213.62,230.97,0,111,2082.8
436158,13,11,0,2,2,99.27,117.47,62.68,36.59,321.03,271.31,0,8,250.61
436102,1,1,0,0,1,-6.79,6.79,-6.79,0.0,0.0,0.0,0,4,196.04
435750,3,3,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
435721,2,2,0,0,0,-0.04,0.0,-0.04,0.0,0.0,0.0,0,0,0.0
435702,81,55,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
435541,386,215,0,37,19,2269.59,2264.82,1088.67,1180.92,191.78,192.19,0,79,4289.38
435466,4,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
435422,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
435185,129,72,0,0,16,7001.14,6250.54,2489.91,4511.22,138.56,155.19,0,722,23269.65
435162,3974,2635,0,652,4,2125.21,1850.17,1333.14,792.07,233.59,268.31,0,91,2690.83
435049,20,14,0,2,1,-12.28,10.45,-12.28,0.0,0.0,0.0,0,1,10.45
435009,133,59,0,0,2,654.82,233.02,429.27,225.54,103.32,290.33,0,15,804.01
434716,51,40,0,7,0,1.03,0.0,0.52,0.5,0.0,204.92,0,0,0.0
434668,34,20,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
434548,0,0,0,0,0,0.0,-15.81,0.0,0.0,0.0,0.0,0,2,28.05
434525,4,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
434447,0,0,0,0,0,10.63,10.52,6.46,4.16,252.44,255.1,0,1,10.52
434425,0,0,0,0,0,577.12,576.98,421.76,155.35,371.39,371.48,0,11,576.98
434391,170,100,0,25,11,444.84,423.18,245.42,199.41,212.21,223.07,0,32,572.16
434147,24,24,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
434122,29,21,0,2,0,109.13,101.83,66.35,42.77,238.03,255.1,0,19,442.92
433957,223,134,0,24,12,2435.71,2064.48,1386.24,1049.46,196.72,232.09,0,143,3763.8
433880,25,22,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
433689,9,8,0,0,2,207.19,226.81,110.09,97.1,233.58,213.38,0,43,563.3
433622,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
433621,19,11,0,3,1,9.81,10.46,9.81,0.0,0.0,0.0,0,1,10.46
433618,9,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
433553,20,19,0,1,0,260.49,230.62,207.36,53.12,434.07,490.3,0,43,657.97
433486,15,9,0,1,1,28.06,41.81,28.06,0.0,0.0,0.0,0,5,52.43
433483,0,0,0,0,0,0.22,0.0,0.22,0.0,0.0,0.0,0,0,0.0
433466,16,8,0,0,1,-34.01,-29.82,-34.01,0.0,0.0,0.0,0,4,75.24
433461,796,413,0,63,20,2098.24,2169.38,1014.69,1083.55,200.21,193.65,0,60,2399.18
433456,8,7,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
433454,1,1,0,0,1,31.69,75.73,16.29,15.4,491.6,205.77,0,16,226.91
433422,10,7,0,0,0,-81.44,103.95,-81.44,0.0,0.0,0.0,0,7,338.91
433370,825,373,0,143,8,660.09,581.09,340.89,319.2,182.05,206.8,0,37,986.64
433367,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
433358,161,41,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
433352,76,36,0,4,1,35.22,-1.05,23.68,11.53,-9.11,305.44,0,3,45.43
433314,11,8,0,0,2,296.69,209.77,212.79,83.9,250.02,353.62,0,6,296.94
433223,6,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
433215,64,39,0,5,0,179.95,33.08,162.98,16.96,194.96,1060.6,0,15,232.91
433151,186,118,0,11,16,2019.28,2341.87,865.18,1154.09,202.92,174.97,0,133,4697.39
433037,1,1,0,0,0,82.06,82.35,53.76,28.29,291.02,290.0,0,4,127.35
433018,15,13,0,2,3,553.19,2073.38,203.48,349.7,592.89,158.19,0,83,3242.48
432988,223,127,0,3,9,4586.72,5632.53,2713.51,1873.2,300.69,244.86,0,464,12669.44
432905,22,16,0,0,0,304.9,306.98,197.65,107.25,286.22,284.28,0,33,524.61
432812,27129,8945,0,2455,623,24077.59,27317.96,9565.66,14511.92,188.24,165.92,0,1805,48498.5
432804,109,33,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
432789,113,77,0,13,4,95.31,95.33,48.79,46.51,204.96,204.92,0,4,137.27
432694,234,74,0,0,2,280.12,245.0,184.82,95.29,257.09,293.95,0,25,669.29
432693,3376,1063,0,58,24,2358.31,4048.24,1209.46,1148.84,352.38,205.28,0,103,4906.61
432678,1415,833,0,89,40,3264.04,3254.96,1853.33,1410.7,230.73,231.38,0,206,4896.52
432640,72,51,0,8,3,-469.07,-452.0,-469.07,0.0,0.0,0.0,0,28,1607.51
432582,185,113,0,15,3,-71.01,178.55,-272.4,201.39,88.66,-35.26,0,36,1173.02
432573,5,4,0,0,1,468.44,611.41,288.01,180.42,338.87,259.63,0,20,849.47
432558,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
432509,108,60,0,9,0,463.32,185.8,350.77,112.54,165.08,411.66,0,9,199.84
432507,144,45,0,8,1,397.95,-96.54,191.77,206.18,-46.82,193.01,0,10,900.45
432334,0,0,0,0,1,7.3,8.03,3.73,3.56,225.41,204.92,0,3,38.35
432291,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
432254,1,1,0,0,0,257.08,243.16,118.11,138.97,174.97,184.99,0,15,365.07
432099,3,2,0,0,2,3.44,-179.67,1.23,2.2,-8158.06,156.25,0,4,224.1
431397,6783,3169,0,730,68,67574.01,74136.02,32584.6,34989.41,211.88,193.13,0,698,83304.83
431316,8,8,0,0,0,21.18,21.05,16.6,4.57,459.78,462.78,0,2,21.05
431150,42,14,0,1,0,34.69,35.0,24.11,10.58,330.79,327.91,0,2,70.16
431049,3,3,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
430953,1087,513,0,98,23,848.75,896.07,448.33,400.41,223.78,211.97,0,58,1503.73
428390,16,14,0,0,0,27.17,26.48,19.19,7.97,332.05,340.7,0,1,26.48
428373,87,38,0,2,1,-0.58,48.89,-10.58,10.0,488.84,-5.87,0,5,98.49
428363,2,2,0,0,0,396.15,303.33,395.5,0.65,46275.23,60436.68,0,14,375.39
426956,7037,3295,0,444,180,32570.05,31934.47,13306.04,19264.01,165.77,169.07,0,2340,65814.62
